age,height,educ,feduc,meduc,tenure,wexp,race,male,earn,totalwork
34,64,16,2,7,6,6,Black,0,12.18,3120
43,66,14,6,5,2,14,Black,0,30,2000
41,67,14,4,4,1,17,Black,1,43.48,1840
55,64,12,4,4,10,9,Black,1,4.33,2080
36,61,14,3,3,3,1,Black,0,12.2,1828
29,71,16,4,6,5,2,Black,1,19.53,2048
24,65,14,6,6,1,1,Black,0,3.21,1120
50,68,14,3,4,20,27,Black,1,23.63,2856
32,66,14,8,7,4,4,Black,1,59,2000
36,61,13,5,6,9,1,Black,0,14.03,1996
30,71,16,5,5,3,2,Black,1,13.46,3120
35,67,16,4,4,7,17,Black,0,20.6,2944
33,74,16,4,6,3,4,Black,1,15.72,2544
60,68,17,1,3,8,2,Black,1,39.46,1888
49,66,12,2,4,20,3,Black,0,65.24,1073
38,71,12,7,7,2,9,Black,1,23.5,2340
33,61,17,8,8,6,4,Black,0,36.01,1902
53,71,11,4,4,5,6,Black,1,24.51,2040
29,65,13,4,4,1,5,Black,1,15.4,2111
48,73,16,4,6,7,14,Black,1,27.56,1887
28,68,17,8,8,1,3,Black,0,4.41,2040
51,75,13,4,4,17,16,Black,1,15.59,2052
31,69,12,4,4,4,5,Black,1,23.16,2159
33,74,12,4,4,2,2,Black,1,3.5,2000
25,65,11,4,3,7,1,Black,0,13.41,1864
48,67,13,7,4,6,25,Black,1,15.71,3500
57,67,11,1,2,5,3,Black,0,9.35,3744
39,62,12,4,4,2,4,Other,1,26.04,2496
39,64,13,5,5,2,13,Black,0,9.13,2080
39,65,15,6,4,14,9,Black,0,20.28,2110
22,66,12,6,4,2,2,Black,0,8.07,1858
32,68,15,6,4,6,11,Black,1,22.04,2496
50,66,14,2,3,2,20,Black,0,16.29,1596
54,68,12,4,4,9,30,Black,1,15.69,2550
42,66,10,4,4,6,6,Black,1,19.23,1560
21,62,12,6,4,3,3,Black,1,14,2000
43,73,14,4,4,16,8,Black,1,18.94,2640
47,67,14,6,6,16,9,Black,1,19.76,2060
27,66,11,4,4,3,1,Black,1,13.03,1995
27,67,12,4,4,1,1,Black,0,7.87,1270
41,68,16,4,6,18,1,Black,1,16.46,1944
39,61,16,3,4,19,3,Black,0,13.03,4144
35,71,17,5,4,2,4,Black,1,7.83,1532
33,67,13,1,4,2,4,Black,1,28.32,2295
32,66,12,4,6,1,4,Black,1,4.09,2236
34,71,15,4,7,2,3,Black,1,12.3,2032
19,67,11,4,3,1,1,Black,1,2.66,1880
33,69,12,4,4,5,8,Black,0,12.16,2056
28,74,12,4,4,3,3,Black,1,6.69,3588
24,63,12,4,7,1,6,Black,0,12.36,2080
33,74,11,4,3,3,7,Black,1,18.37,2286
58,63,12,2,3,13,14,Black,0,14.71,2040
33,64,14,5,5,12,5,Black,0,23.32,2058
39,71,14,6,6,4,7,White,1,20.59,2040
60,74,14,3,7,4,8,Black,1,28.85,1040
35,73,17,5,7,2,1,Black,1,60,2250
64,62,12,3,3,13,14,Black,0,8.7,1035
48,71,12,4,4,4,3,Black,1,24.18,3640
42,71,15,4,4,6,19,Black,1,11.06,2080
44,65,14,4,4,20,2,Black,1,28.93,2420
36,66,17,3,6,6,10,Black,0,32.89,1900
64,62,14,2,3,30,26,Black,0,22,2000
48,69,17,4,5,29,4,Black,1,40.69,2040
47,71,12,4,4,12,16,Black,1,20.12,3060
39,68,14,4,6,13,10,Black,1,23.35,2570
68,69,13,4,4,7,16,Black,1,21.15,1040
47,69,16,4,6,14,1,Black,1,57.29,1920
27,71,16,7,6,1,4,Black,1,20.37,2209
55,73,12,3,2,17,11,Other,1,24.22,2064
44,71,12,4,4,2,22,Black,1,10.22,1664
47,65,14,4,4,6,22,Black,0,15.69,2040
64,70,12,1,2,15,21,Black,1,17.84,2130
62,66,14,3,2,21,10,Black,1,23.81,2184
59,67,14,2,3,2,7,Black,1,11.67,2210
58,70,14,2,2,8,6,Black,1,10.42,2496
55,70,14,2,2,7,10,Black,1,10.95,2040
49,67,17,6,6,5,19,Black,1,23.95,2088
45,66,14,4,4,1,1,Black,0,32.85,2740
43,70,14,4,4,10,2,Black,1,27.7,2570
25,64,14,4,5,3,7,Other,0,36.78,1985
41,68,16,7,4,8,6,Black,1,16.07,2738
27,61,14,7,11,7,4,Black,0,13.04,1380
25,73,12,4,4,5,7,Black,1,30.19,2650
33,69,14,6,6,8,2,Black,1,14.1,2340
45,74,12,4,6,6,20,Black,1,19.23,2080
31,77,12,4,4,10,10,Black,1,14.63,3075
47,73,12,4,4,15,11,Black,1,13.77,2904
24,67,12,4,7,1,1,Black,0,14.14,1768
48,68,11,2,3,5,6,Black,1,19.23,3380
31,66,16,4,3,6,6,Black,1,10.91,4858
30,77,10,4,6,1,8,Black,1,13.74,3640
35,73,16,4,5,6,6,Black,1,31.02,1934
31,69,17,7,12,4,3,White,0,25.56,1956
62,71,12,7,7,3,31,White,0,8.98,1225
40,74,14,6,13,8,5,White,1,26.5,2340
53,67,15,2,3,31,18,Black,0,45.64,1652
31,61,13,4,4,3,2,Black,0,21.29,1785
63,64,12,4,4,2,19,Black,0,15.05,2392
51,69,12,4,4,21,4,Black,1,39.34,1013
29,64,13,4,4,2,1,Black,0,8.17,2816
25,71,13,4,7,7,2,Black,1,4.62,1993
41,64,12,4,8,12,17,Black,1,46.96,4131
54,66,12,2,2,9,4,Black,1,14,1248
43,71,12,4,6,8,3,Black,1,15.5,2448
40,70,15,4,4,12,4,Black,0,8.94,1040
36,68,12,4,4,7,8,Black,1,8.01,2496
33,68,12,4,5,11,5,Black,1,16,2313
32,71,13,3,4,5,1,Black,1,24.27,2060
31,69,16,5,4,4,3,Black,0,21.45,2331
39,69,10,4,4,19,10,Black,1,19,2040
57,75,15,4,4,34,29,Black,1,50,1600
33,66,12,4,3,9,4,Black,1,14.8,2365
33,69,12,6,7,1,7,Black,1,10.07,3276
30,69,11,4,4,1,2,Black,1,28.85,1040
29,71,12,4,7,1,4,Black,0,9.62,3120
23,62,13,6,6,3,3,Black,0,2.78,1799
43,65,14,6,5,10,11,Black,0,13.37,1944
42,74,12,4,4,5,20,Black,1,13.48,2226
40,66,13,3,6,10,6,Black,0,20,2000
60,66,11,2,2,2,32,Black,0,5.26,1750
41,66,13,6,5,6,5,Black,0,14.77,1896
38,74,12,4,4,1,17,Black,1,5.56,2700
36,69,12,4,4,8,5,Black,1,10.29,1768
60,69,12,1,2,17,7,Black,1,39.22,2805
54,71,14,4,4,6,9,Black,1,16.58,1984
51,65,17,6,4,11,9,Black,0,31.5,2016
37,75,16,7,7,5,5,Black,1,18.27,2080
32,64,16,6,6,8,1,Black,0,17.79,2024
30,73,15,4,7,2,4,Black,1,21.43,2286
55,66,12,2,2,17,2,Black,1,31.37,2040
37,68,17,4,4,16,10,Black,1,27.43,2916
59,67,14,3,6,4,25,Black,0,17.03,1820
58,64,16,5,5,2,36,Black,0,14.1,3000
38,71,13,4,7,20,12,Black,0,14,2000
37,65,14,5,4,13,6,Black,0,39.03,1896
22,71,12,8,8,6,4,Black,1,28.97,2071
22,65,13,4,4,1,1,Black,0,8.73,2056
41,71,14,4,4,3,22,Black,1,20.66,2178
64,68,16,5,4,46,47,Black,1,32.68,3060
52,66,14,4,4,6,18,Black,0,18.55,2048
33,64,14,3,3,6,2,Black,0,11.44,2448
28,62,13,2,2,2,2,Black,0,12.09,1820
26,62,11,6,3,3,2,Black,0,13.46,2080
69,66,14,2,4,5,14,Black,0,35,1000
36,75,13,4,6,1,13,Black,1,18.57,1562
29,73,12,2,3,2,7,Black,1,7.94,2520
35,68,12,7,6,16,7,Black,0,19.73,2230
34,74,13,4,6,3,3,Black,1,14.65,2048
31,63,12,4,6,5,1,Black,0,22.54,2440
28,66,11,3,3,2,1,Black,0,7.83,2683
39,68,14,6,7,10,10,Other,1,23.61,2033
33,77,13,4,6,9,7,Other,1,23.22,1938
36,62,13,5,6,2,5,Black,0,11.54,2600
34,66,15,4,7,5,10,Black,0,20,2000
32,70,16,7,8,10,2,Black,1,62.22,2250
40,65,13,5,4,8,14,Black,0,18.62,1880
56,66,15,3,4,5,18,Black,0,16.23,2280
39,63,14,5,5,2,5,Black,0,13.26,2812
38,65,16,4,4,6,10,Black,0,18.28,3063
36,62,15,4,4,8,15,Black,0,14.58,1920
36,66,15,6,6,4,14,Black,0,21.95,1936
35,67,13,3,6,13,4,Black,0,12.02,2080
24,74,14,3,7,3,2,Black,1,22.33,2015
63,76,12,4,4,11,5,Black,1,12.11,2064
34,64,16,3,7,5,2,Black,1,29.57,2124
35,69,12,2,4,1,5,Black,1,15.15,2640
39,62,13,3,3,4,10,Black,0,11.38,2284
38,64,15,3,2,4,13,Black,0,14.71,1200
36,66,12,6,6,8,14,Black,0,15.89,2392
31,67,13,4,4,5,14,Black,1,20.71,2704
25,64,13,2,3,3,7,White,0,16.44,2068
23,68,12,0,3,5,3,Black,1,7.21,1664
22,64,14,4,4,3,2,Black,0,16.73,1494
35,63,16,4,6,2,3,Black,0,15.2,2040
26,71,12,6,5,2,5,Black,1,27.08,1680
26,63,15,7,4,3,6,Black,0,8.09,2226
28,64,14,4,4,1,2,Black,0,6.37,2040
31,71,17,6,6,8,2,Black,1,88.85,3084
48,63,16,7,4,27,12,Black,0,27.6,1902
46,75,15,4,4,2,19,Black,1,28.34,2470
41,68,17,4,4,15,12,Black,1,26.44,2080
40,67,17,5,5,15,18,Black,0,41.5,2000
46,68,12,3,4,13,12,Black,1,2.14,2340
55,73,16,2,2,6,17,Black,1,13.71,2772
40,68,13,4,4,22,10,Black,1,41.53,2179
41,69,12,4,4,18,15,Black,1,36.06,2080
26,66,13,3,4,6,2,Black,0,12.57,1750
41,69,14,4,6,7,7,Black,1,20.23,2224
40,71,14,6,6,12,14,Black,1,33.06,2420
34,68,12,4,4,3,2,Black,0,36.77,1512
48,64,15,6,6,19,21,Black,0,23.96,2510
29,65,17,7,4,10,6,Black,1,23.41,2050
57,71,14,4,5,7,38,White,1,24.95,2409
48,69,17,4,4,20,10,Black,1,51.61,2519
58,71,15,4,4,6,6,Black,1,26.44,2080
57,68,12,4,4,25,6,Black,1,17.82,2020
53,64,12,4,4,26,10,Black,0,25.2,2421
34,70,15,4,4,8,13,Other,1,10.02,2993
55,66,12,4,4,5,20,Black,0,23.39,1924
32,64,12,20,16,1,12,Other,0,15.18,1976
61,62,17,7,4,2,7,Black,0,37.5,2000
39,66,12,4,6,4,5,Black,0,25.9,2008
33,65,16,4,6,8,3,Black,0,25,2000
26,71,12,4,8,1,6,Black,1,12.81,1952
22,64,12,4,7,3,3,Black,0,14.15,1816
44,73,15,6,7,12,22,Black,1,24.04,2080
35,68,13,4,6,1,6,Black,1,14.62,2600
43,70,12,4,6,2,23,Black,1,32.05,2340
29,75,17,7,7,3,2,Black,1,19.38,2683
33,65,14,4,7,4,8,Black,1,22.96,1960
44,68,12,4,4,2,27,Black,1,11.36,2200
38,70,14,6,6,2,16,Black,1,38.65,1992
34,66,12,4,4,4,2,Black,1,12.66,2958
43,69,11,4,4,23,11,Black,1,18.75,2080
41,67,12,4,4,23,11,Black,0,17.71,1920
37,71,11,4,6,10,15,Black,0,18.15,1983
40,64,12,6,4,17,17,Black,0,46.72,2040
38,70,14,4,6,19,20,Black,1,23.85,2600
32,62,14,4,6,2,5,Black,0,16.59,2193
35,75,12,5,5,15,12,Black,1,13.23,1400
30,63,13,4,4,4,9,White,0,15.56,1800
44,65,16,4,4,1,7,Black,1,6.41,3120
36,59,16,3,4,2,1,Black,0,12.38,1785
30,63,14,4,3,4,3,Black,0,15.91,2200
61,65,13,1,7,15,15,Black,0,19.79,1920
48,59,12,4,6,1,12,Black,0,19,2080
36,69,10,5,4,21,1,Black,1,19.23,1820
33,64,16,4,4,3,4,Black,0,17.86,2295
25,66,12,4,6,3,3,Black,1,14.29,1820
27,70,12,3,7,6,10,White,0,10.08,1885
39,74,13,7,7,11,10,Black,1,12.5,2000
64,68,16,3,3,6,16,Black,0,10.06,1352
32,64,17,4,7,4,2,Black,0,29.33,2080
34,65,12,6,6,4,16,Black,0,12.77,2350
56,64,14,4,4,4,9,Black,0,11.54,2600
48,68,14,3,4,14,5,Black,0,22.61,2057
46,71,12,4,5,2,18,Black,1,11.59,2080
33,74,11,3,6,3,4,Black,1,13.81,3060
28,68,14,4,6,6,2,Black,1,12.87,1865
30,76,9,6,6,3,3,Black,1,10.46,3872
34,71,11,3,4,1,9,Black,1,7.87,2912
67,73,12,2,3,11,40,Black,1,19.61,1020
55,70,15,4,3,23,11,Black,1,22.3,2040
24,63,13,6,6,3,5,Black,0,2.88,2080
33,62,13,6,4,1,5,Black,0,13.46,2600
51,71,12,4,4,11,18,Black,1,29.07,2064
36,62,17,4,4,4,1,Black,0,58.53,1888
41,69,17,8,7,7,14,Black,1,27.78,2304
41,71,17,4,4,14,10,Black,1,47.34,1880
46,64,15,8,8,12,7,Black,0,16.95,1888
22,70,13,1,3,3,3,White,1,10,3000
43,77,16,8,8,20,7,Black,1,33.52,2560
57,71,13,7,4,20,20,Black,0,14.71,2060
65,66,15,7,7,48,30,Black,0,19,1708
40,67,17,6,6,2,12,Black,0,16.83,2080
25,64,17,7,6,2,1,Black,0,15.3,2092
49,65,16,4,4,2,8,Black,0,32.5,2000
50,77,14,7,4,3,6,Black,1,15.99,2383
54,61,13,3,4,20,27,Black,0,22.87,1968
45,70,12,4,3,1,4,Black,0,12.82,2340
39,73,14,6,3,3,10,Black,1,8.8,2500
37,71,16,4,6,11,8,Black,0,17.14,1984
29,66,17,6,6,1,3,Black,0,25,1200
24,65,14,3,4,1,7,Black,0,8.17,2080
23,73,12,6,3,3,2,Black,1,6.41,2340
38,66,14,4,8,14,14,Black,1,32.65,2236
40,69,11,2,3,6,3,Black,0,6.86,2040
25,76,12,4,3,1,6,Black,1,3.3,3640
34,63,17,4,6,11,9,Black,0,23.98,1960
54,68,12,2,2,6,25,Black,0,25.55,2244
30,69,16,6,6,3,8,Black,0,19,2000
49,62,11,3,4,6,2,Black,0,6.38,2193
47,64,11,4,4,24,5,Black,0,6.15,2600
25,69,12,3,3,4,6,Black,1,9.73,2056
31,59,11,4,4,5,1,Black,0,15,1920
34,71,13,4,7,6,5,Black,1,36.97,2164
39,62,14,4,6,11,2,Black,0,19,2080
35,71,16,7,7,11,5,Black,1,62.26,2570
61,70,14,4,3,11,13,Black,0,45.8,2205
35,68,14,5,7,1,8,Black,0,32.22,1862
32,66,13,6,6,7,6,Black,0,16.25,1600
27,68,12,4,4,1,1,Black,1,15.7,2548
22,65,14,4,4,6,4,Black,0,11.95,2510
28,65,13,4,3,1,1,Black,0,13.13,2056
25,65,12,3,3,5,1,Black,0,80,4160
75,69,10,4,3,6,45,Black,0,8.94,1500
44,63,15,6,4,13,6,Black,0,39.76,1856
40,66,12,6,3,2,6,Black,1,11.76,2040
35,73,17,4,6,1,6,Black,1,18.48,2976
63,65,16,3,4,19,11,Black,1,19,1806
33,59,16,7,6,1,4,Black,0,12.25,1632
29,61,15,6,6,2,5,Black,0,9.31,2040
24,63,12,5,8,2,1,Black,1,3.02,1820
64,69,16,4,4,10,35,Black,1,10.5,3200
59,61,14,4,3,40,30,Black,0,7.55,1456
30,65,12,3,4,11,5,Black,0,16.57,2022
26,69,12,6,4,1,3,Black,1,4.91,2340
39,64,13,4,4,5,1,Black,0,3.74,2673
38,69,13,4,4,2,2,Black,1,13.53,2218
29,61,15,6,6,4,2,Black,0,6.82,2200
42,74,11,5,5,3,23,Other,1,12.5,2080
32,67,16,3,7,4,4,Black,0,17.05,3290
34,71,11,4,6,14,6,Black,1,13.61,2591
57,69,14,7,7,2,16,Black,0,20.51,2145
34,69,15,7,4,5,3,Black,1,41.2,2600
39,62,12,3,4,7,10,Black,0,14.06,2490
46,70,12,5,6,10,18,Black,1,16.67,1560
47,74,12,4,4,21,30,Black,1,43.18,2200
62,64,11,0,6,31,16,Black,0,16.83,2080
58,68,12,4,7,32,6,Black,1,38.13,1967
56,65,10,2,6,7,14,Black,1,6.67,1500
51,63,11,4,3,30,6,Black,0,19.46,2056
43,70,13,4,6,14,4,Black,1,32.22,2138
40,68,12,4,4,3,3,Black,1,18.33,3000
34,71,13,4,4,4,4,Black,1,34.29,2916
46,73,15,4,6,11,2,Black,1,25.76,2912
40,70,12,4,4,7,7,Black,1,26.26,1980
34,61,14,6,2,17,2,Black,0,17.31,2080
33,65,13,8,4,13,1,Black,0,16.18,2040
39,68,11,3,4,2,9,Black,1,25.5,2080
53,63,15,4,4,18,27,Black,0,26.37,1820
61,65,12,4,6,6,11,Black,1,16.51,3936
54,55,14,2,4,15,4,Black,0,19.61,1836
29,75,9,4,4,3,6,Black,1,12.17,3120
25,64,14,6,7,3,8,Black,0,9.94,3087
38,67,11,3,3,6,12,Black,0,14.42,2080
31,68,14,4,7,5,5,Black,0,11.04,1265
52,73,16,5,4,23,8,Other,1,28.38,2759
34,69,12,4,4,2,8,Black,1,9.88,2025
19,66,12,4,4,1,1,Black,0,14.84,2021
42,63,16,3,4,14,4,Black,1,5.15,5824
30,63,16,6,4,2,4,Black,0,13.4,2388
36,69,12,6,6,5,15,Black,1,19.69,2032
54,66,16,4,4,31,3,Black,1,56.24,2596
26,73,13,4,6,1,5,Black,1,13.85,2600
24,62,13,4,4,1,3,Black,0,7.7,2025
23,71,13,7,8,1,3,Black,1,19.61,2142
41,73,17,7,7,5,2,Black,1,61.2,3000
63,70,17,1,1,41,7,White,1,43.96,2070
32,65,17,8,6,3,5,Black,0,22.37,2646
29,62,15,8,5,5,4,Black,0,25.5,2000
73,78,15,1,2,11,34,Black,1,15.11,1456
44,69,14,6,6,4,6,Black,0,18.96,2268
38,76,14,6,7,2,7,Black,1,24.22,2064
41,71,16,4,6,1,17,Black,1,20.35,4590
51,67,16,7,4,9,15,Black,1,38.6,3120
28,64,12,3,7,3,1,Black,0,13.62,2056
36,75,13,4,4,5,4,Black,1,23.08,2600
35,68,14,4,6,2,3,Black,0,13.73,2040
49,73,12,4,4,27,12,Black,1,36.88,1600
29,67,12,4,7,8,4,Black,1,3.53,2548
59,65,17,4,2,11,2,Black,1,23.8,2017
32,65,12,7,3,1,4,Black,1,43.27,2080
42,66,12,7,4,12,2,Black,0,15.63,2048
40,73,13,7,4,18,3,Black,1,26,2115
35,74,17,6,4,4,4,Black,1,24.04,2080
36,74,12,4,4,10,6,Black,1,20.41,2450
42,71,16,4,6,11,25,Black,1,21.01,3332
27,67,15,4,4,4,6,Black,0,6.73,4160
27,64,13,6,4,3,3,Black,0,8.95,4420
23,62,15,4,4,4,2,Other,0,21.98,3640
28,69,12,4,4,10,3,Other,1,10,2340
25,75,15,7,7,3,5,Black,1,19.62,2905
61,73,17,4,4,3,30,Black,1,40.38,1040
38,74,16,7,7,12,6,Black,1,63.85,2271
34,66,14,5,5,11,2,Black,0,21.63,2080
55,74,17,4,6,3,1,Black,1,53.08,2016
38,70,14,5,8,1,16,Other,1,20.97,1458
25,71,11,6,8,4,3,Black,1,11.15,2600
42,66,14,7,4,10,16,Black,1,8.61,2322
35,65,11,3,3,8,1,Black,0,13.57,2064
29,59,13,5,5,4,4,Black,0,15.38,2016
41,76,16,4,4,1,20,Other,1,32,2500
53,68,12,4,1,16,2,Black,1,13.73,2040
38,76,13,5,4,1,10,Black,1,13.02,3380
19,67,11,7,8,1,1,Black,1,9.4,2128
28,61,16,12,5,1,2,Black,0,22.95,2048
57,63,13,2,3,8,20,Black,0,14.15,1569
36,69,14,4,4,10,7,Black,1,18.91,2115
33,65,12,7,6,3,5,Black,1,10.58,2835
35,64,13,5,4,1,11,Black,0,17.53,1784
63,69,12,2,1,2,36,Black,1,8.9,2808
56,74,14,6,6,30,25,Black,1,34.45,2032
33,66,12,4,3,3,4,Black,0,25.59,3009
26,65,12,4,4,5,1,Black,0,13.97,3328
25,63,13,4,2,3,1,Black,0,14.48,2072
22,74,12,5,4,1,4,Other,1,11.54,4160
21,66,12,4,2,2,1,Black,0,15.87,2080
39,62,12,5,4,5,6,Black,0,15.57,2070
36,76,11,2,6,11,7,Black,1,14.64,2288
31,73,16,4,3,5,5,Black,1,43.75,2080
68,62,11,4,3,9,20,Black,0,14.33,2024
64,67,16,4,4,9,12,Black,1,62.25,2024
42,65,17,7,4,18,3,Black,0,55.86,1280
53,71,12,4,3,1,28,Black,1,23.1,2468
47,66,16,3,2,5,3,Black,0,10.1,2080
34,67,14,6,4,7,3,Black,0,9.54,2621
32,62,15,4,7,4,4,Black,0,27.19,1780
31,65,13,4,4,1,5,Black,0,5.93,2024
28,73,15,2,7,1,5,Black,1,13.24,1360
47,76,12,4,4,1,26,Black,1,14.85,1684
31,69,17,6,8,4,5,Black,1,48.25,2736
52,62,13,7,4,5,15,Black,0,22.96,1960
49,71,12,4,4,23,3,Black,1,22.06,2040
36,69,17,4,4,1,1,Black,0,24.31,1440
39,64,17,4,6,10,5,Black,0,23.26,1720
31,73,12,4,4,4,3,Black,1,10.75,2000
63,70,12,3,4,5,38,Black,1,15.87,2142
39,68,17,8,6,24,4,Black,1,18.14,2040
37,67,12,5,6,5,3,Black,1,18.27,2239
37,65,14,6,4,1,15,Black,0,12.84,2036
36,65,16,4,4,1,3,Black,0,19.91,2160
34,73,16,4,7,3,3,Black,1,25.71,2976
34,67,17,4,5,9,10,Black,0,39.22,2601
32,61,12,4,4,4,1,Black,0,12.02,2080
32,69,13,6,6,3,3,Black,1,21.66,2078
56,71,12,4,4,20,8,Black,1,36,2500
29,70,14,4,4,4,2,Black,1,12.62,2258
58,64,10,1,2,16,15,Black,0,7.69,2080
50,69,12,2,2,2,31,Black,1,10.35,2580
24,65,13,4,4,4,4,Black,0,26.74,2244
44,71,12,4,4,7,13,Black,1,24.54,2241
47,78,14,4,5,1,25,Black,1,17.54,2280
37,71,17,6,8,4,1,Black,1,38.27,2247
34,64,17,4,8,2,6,Black,0,13.94,2080
24,64,16,6,8,2,1,Black,0,35.2,1960
43,65,17,4,8,10,6,Black,0,34.52,2080
45,68,12,4,4,5,5,Black,1,13.07,3060
40,64,15,4,4,1,3,Black,0,13.04,1840
25,67,12,4,7,8,6,Black,1,22.11,4234
43,64,12,5,4,22,7,Black,1,22.06,2040
43,67,14,2,4,20,10,Black,1,9.94,3120
23,73,7,4,4,3,1,Black,1,4.81,2080
27,64,17,2,3,1,2,Black,0,51.04,1920
39,65,12,3,3,5,11,Black,1,48.67,2260
38,71,12,4,4,6,7,Black,1,21.24,3060
33,66,14,3,3,1,4,Black,0,15.24,1640
58,73,16,4,4,32,26,Black,1,79.79,1880
28,70,12,4,4,1,8,Black,1,19,3120
39,63,13,3,3,3,1,Black,0,10.58,2080
26,74,12,4,7,1,8,Black,1,9.52,3150
41,73,13,12,11,1,15,Black,1,44.42,1936
55,71,11,3,4,12,18,Black,1,16.35,2080
45,63,12,4,3,4,1,Black,0,20.1,2040
48,73,10,3,2,1,16,Black,1,3.92,2550
45,62,12,6,2,3,5,Black,0,17.67,3764
33,65,17,3,6,2,2,Black,0,19.67,3000
23,66,12,3,4,1,2,Black,1,14.42,2080
46,62,16,4,4,7,14,Black,0,10.61,2080
50,70,11,3,4,8,27,Black,1,20.17,2186
37,67,11,2,2,1,12,Black,0,7.81,3584
33,74,15,4,3,3,14,Black,1,23.38,2695
32,69,17,5,3,7,2,Other,0,22.38,2055
36,69,12,4,4,1,12,Black,1,15.77,3360
33,65,13,4,4,2,1,Black,0,9.58,2244
23,65,13,7,8,3,5,Black,0,9.93,1300
51,67,13,4,4,12,25,Black,1,20.06,1944
31,68,14,4,4,5,11,Black,0,24.96,2190
63,63,13,4,6,6,11,Black,0,17.14,1050
49,71,12,4,4,23,24,Black,1,36.36,2200
38,64,12,4,4,1,8,Black,0,11.14,2064
36,69,15,4,6,1,3,Black,1,14.62,2736
30,71,12,4,4,6,5,White,1,11.06,2820
28,69,16,4,4,4,1,Black,1,20.66,1936
49,69,14,4,3,7,15,Black,0,14.76,2220
30,66,12,4,4,8,10,Black,1,21.48,2328
46,74,14,2,4,9,13,Black,1,32.14,1960
51,62,15,4,4,11,6,Black,0,18.49,1858
39,77,14,7,7,3,17,Black,1,24.13,3315
32,74,15,8,8,2,3,Black,1,19.01,1578
44,63,15,4,7,3,10,Black,0,19,3570
54,63,15,4,3,24,8,Black,0,17.56,1936
44,67,13,4,4,2,18,Black,0,19,1560
43,65,11,4,5,3,5,Black,0,12.02,2080
42,62,11,4,4,2,6,Black,0,8,2500
28,67,17,4,6,2,1,Black,0,6.81,2056
43,64,14,4,4,15,5,Black,0,12.11,2040
41,68,14,4,4,3,13,Black,0,37.81,3174
54,66,12,4,4,5,17,Black,1,32.1,2500
28,64,11,5,6,4,2,Other,0,6.32,2056
38,71,12,4,6,17,18,Black,1,11.22,2040
27,61,17,3,4,6,2,Black,0,27.24,1248
58,66,14,6,4,11,4,Black,1,16.88,2270
27,69,12,4,4,4,4,Black,1,9.76,1820
51,65,14,4,3,5,9,Black,0,15.11,2250
46,68,16,4,4,4,1,Black,1,23.49,1907
35,64,17,13,12,4,3,Black,1,22.88,2032
30,67,14,4,6,3,7,Black,0,26.17,2369
63,70,17,3,5,23,20,Black,0,29.76,2016
57,63,16,5,8,13,1,Black,0,12,2000
44,69,16,7,7,7,19,Black,1,30.22,3640
31,74,16,7,8,6,2,Black,1,53.51,2205
33,81,14,3,4,1,6,Black,1,22.02,2225
40,68,17,4,4,7,10,Black,0,40.7,2204
52,73,16,4,4,11,25,Black,1,12.98,2080
25,63,12,4,6,1,2,Black,0,8.5,2125
29,66,12,4,4,4,6,White,0,17.8,2304
59,67,17,2,2,32,6,Black,0,65.1,1840
46,67,16,4,1,20,13,Black,0,14.71,2040
36,66,14,3,5,3,6,Black,0,6.97,2295
35,64,11,4,4,4,10,Black,0,14.84,3640
36,67,13,4,4,8,8,Black,0,8.64,1806
28,69,13,4,4,6,6,Black,1,15.33,2413
40,69,14,3,4,4,10,Black,0,9.69,1960
32,73,16,4,4,3,7,Black,1,32.06,2090
48,67,17,4,6,12,20,Black,0,43.35,1984
33,68,12,4,6,1,9,Black,1,28.08,1816
53,66,13,3,4,26,30,Black,0,34.19,2340
38,62,11,6,5,2,1,Black,0,19.46,2056
33,63,12,4,4,10,8,Black,0,7.26,4160
21,65,12,4,4,1,1,Black,0,5.82,3800
50,67,13,3,2,1,25,White,0,12.43,2816
53,75,12,2,4,1,33,Black,1,18.42,1520
32,71,15,2,6,5,14,Black,1,16.46,2673
57,66,17,1,4,10,32,Black,0,18.95,3060
32,68,13,4,4,12,10,Black,1,25.96,2080
38,68,14,6,4,1,9,Other,0,62.36,1764
50,62,16,2,4,7,11,Black,0,16.21,3060
41,65,13,5,5,4,14,Black,0,14.9,2024
35,73,12,2,2,20,10,Black,1,12.31,3900
34,67,14,3,4,9,5,Black,0,8.65,2080
27,65,11,4,8,9,4,Black,0,11.28,1152
61,67,11,3,3,3,5,Black,0,17.31,2080
59,71,12,3,4,23,35,Black,0,32.02,1936
47,63,12,4,4,5,9,Black,0,16.8,2024
46,65,12,5,5,2,11,Black,0,11,2080
38,67,12,6,5,8,16,Black,0,10.21,2056
51,71,17,2,3,10,8,Black,0,55.8,3000
53,61,10,3,3,2,10,Black,0,19,1140
46,73,15,2,7,29,3,Black,1,36.51,2739
39,75,13,6,4,20,3,Black,1,43.17,1992
37,63,17,4,6,11,11,Black,0,38.75,2142
26,69,13,4,4,4,7,Black,1,24.51,1836
57,68,13,4,6,20,37,Black,0,39.56,1896
28,62,16,6,6,7,6,Black,0,27.95,2218
52,65,12,2,2,18,10,Black,1,30.61,1960
52,73,11,3,3,1,25,Black,1,10.54,2467
36,64,14,4,7,2,3,Black,1,7.91,3160
33,75,11,4,6,6,15,Other,1,15.31,1960
59,67,13,4,4,25,5,Black,0,18.58,1800
